vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
subcompact,3.7,6,Automatic,Regular gasoline,10.2,235.0
subcompact,3.7,6,Manual,Regular gasoline,10.6,244.0
subcompact,5.0,8,Automatic,Regular gasoline,11.5,264.0
subcompact,5.0,8,Manual,Regular gasoline,12.7,292.0
subcompact,5.8,8,Manual,Premium gasoline,13.2,304.0
subcompact,3.7,6,Automatic,Regular gasoline,10.6,244.0
full-size,2.0,4,Automatic with select shift,Regular gasoline,9.1,209.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,11.8,271.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,10.3,237.0
full-size,3.5,6,Automatic with select shift,Ethanol (E85),14.3,229.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,11.2,258.0
full-size,3.5,6,Automatic with select shift,Ethanol (E85),15.7,251.0
special purpose vehicle,1.6,4,Automatic with select shift,Regular gasoline,9.5,218.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,9.9,228.0
special purpose vehicle,1.6,4,Automatic with select shift,Regular gasoline,10.1,232.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,10.4,239.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.3,283.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.9,297.0
van - cargo,4.3,6,Automatic,Regular gasoline,15.1,347.0
van - cargo,5.3,8,Automatic,Regular gasoline,15.9,366.0
van - cargo,5.3,8,Automatic,Ethanol (E85),18.4,334.0
van - cargo,5.3,8,Automatic,Regular gasoline,16.5,380.0
van - cargo,5.3,8,Automatic,Ethanol (E85),18.4,344.0
van - cargo,5.3,8,Automatic,Regular gasoline,16.5,380.0
van - cargo,5.3,8,Automatic,Ethanol (E85),18.4,344.0
van - cargo,5.3,8,Automatic,Regular gasoline,16.5,380.0
van - cargo,5.3,8,Automatic,Ethanol (E85),18.4,362.0
van - passenger,5.3,8,Automatic,Regular gasoline,16.5,380.0
van - passenger,5.3,8,Automatic,Ethanol (E85),18.4,344.0
van - passenger,5.3,8,Automatic,Regular gasoline,16.5,380.0
van - passenger,5.3,8,Automatic,Ethanol (E85),18.4,362.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.0,414.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,411.0
van - passenger,4.8,8,Automatic,Regular gasoline,18.2,419.0
van - passenger,6.0,8,Automatic,Regular gasoline,18.4,429.25010307770526
van - passenger,6.0,8,Automatic,Ethanol (E85),18.4,413.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,11.8,271.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),16.8,269.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.7,292.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),16.9,270.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.1,324.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,12.6,290.0
pickup truck - standard,4.3,6,Automatic,Ethanol (E85),17.8,285.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.0,299.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),17.3,277.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.3,329.0
suv - small,2.4,4,Automatic,Regular gasoline,9.1,209.0
suv - small,3.6,6,Automatic,Regular gasoline,12.0,276.0
suv - small,3.6,6,Automatic,Ethanol (E85),16.2,259.0
suv - small,2.4,4,Automatic,Regular gasoline,10.0,230.0
suv - small,3.6,6,Automatic,Regular gasoline,12.6,290.0
suv - small,3.6,6,Automatic,Ethanol (E85),17.0,272.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,317.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,294.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,317.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,294.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.7,338.0
suv - standard,6.2,8,Automatic,Ethanol (E85),18.4,322.0
suv - standard,6.2,8,Automatic,Premium gasoline,16.4,377.0
suv - standard,6.2,8,Automatic,Ethanol (E85),18.4,354.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,317.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,294.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,317.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,294.0
mid-size,2.4,4,Continuously variable,Regular gasoline,7.9,182.0
mid-size,2.4,4,Continuously variable,Regular gasoline,8.1,186.0
mid-size,2.4,4,Manual,Regular gasoline,8.7,200.0
mid-size,3.5,6,Automatic,Regular gasoline,9.1,209.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.6,221.0
mid-size,3.5,6,Manual,Regular gasoline,10.9,251.0
mid-size,2.0,4,Continuously variable,Regular gasoline,4.8,110.0
compact,1.8,4,Continuously variable,Regular gasoline,7.0,161.0
compact,1.8,4,Continuously variable,Regular gasoline,7.2,166.0
compact,1.8,4,Manual,Regular gasoline,7.6,175.0
suv - small,3.5,6,Automatic,Regular gasoline,10.7,246.0
suv - small,2.4,4,Automatic,Regular gasoline,9.1,209.0
suv - small,2.4,4,Automatic,Regular gasoline,9.4,216.0
two-seater,1.5,4,Continuously variable,Regular gasoline,6.3,145.0
two-seater,1.5,4,Manual,Regular gasoline,6.9,159.0
station wagon - small,1.5,4,Automatic,Regular gasoline,7.5,172.0
station wagon - small,1.5,4,Manual,Regular gasoline,7.7,177.0
minivan,3.5,6,Automatic,Regular gasoline,10.6,244.0
suv - small,3.5,6,Automatic,Regular gasoline,11.5,265.0
suv - small,3.5,6,Automatic,Regular gasoline,12.0,276.0
pickup truck - standard,3.5,6,Automatic,Regular gasoline,13.4,308.0
compact,1.6,4,Automatic,Regular gasoline,7.7,177.0
compact,1.6,4,Manual,Regular gasoline,7.7,177.0
mid-size,2.0,4,Automatic,Regular gasoline,8.6,198.0
mid-size,2.0,4,Manual,Regular gasoline,8.5,196.0
full-size,5.0,8,Automatic,Premium gasoline,13.2,304.0
full-size,3.8,6,Automatic,Regular gasoline,11.1,255.0
suv - small,3.3,6,Automatic,Regular gasoline,11.2,258.0
suv - small,3.3,6,Automatic,Regular gasoline,11.6,267.0
suv - small,2.4,4,Automatic,Regular gasoline,10.3,237.0
suv - small,2.0,4,Automatic,Regular gasoline,11.5,264.0
suv - small,2.4,4,Automatic,Regular gasoline,11.1,255.0
full-size,2.0,4,Automatic,Regular gasoline,9.6,221.0
full-size,2.4,4,Automatic,Regular gasoline,8.5,196.0
mid-size,2.4,4,Automatic with select shift,Regular gasoline,6.2,143.0
mid-size,2.4,4,Automatic with select shift,Regular gasoline,6.3,145.0
suv - small,2.0,4,Automatic,Regular gasoline,9.3,214.0
suv - small,2.0,4,Manual,Regular gasoline,10.1,232.0
suv - small,2.4,4,Automatic,Regular gasoline,10.0,230.0
suv - small,2.0,4,Automatic,Regular gasoline,10.5,242.0
suv - small,2.4,4,Automatic,Regular gasoline,10.6,244.0
compact,1.6,4,Automated manual,Regular gasoline,7.7,177.0
compact,1.6,4,Manual,Regular gasoline,8.0,184.0
compact,1.6,4,Automatic,Regular gasoline,8.8,202.0
compact,1.6,4,Manual,Regular gasoline,8.5,196.0
mid-size,3.7,6,Automatic with select shift,Premium gasoline,10.2,235.0
mid-size,3.7,6,Automatic with select shift,Premium gasoline,10.8,248.0
compact,3.5,6,Automatic with select shift,Premium gasoline,7.5,172.0
compact,3.5,6,Automatic with select shift,Premium gasoline,8.2,189.0
subcompact,3.7,6,Automatic with select shift,Premium gasoline,11.5,265.0
subcompact,3.7,6,Automatic with select shift,Premium gasoline,11.7,269.0
subcompact,3.7,6,Manual,Premium gasoline,12.3,283.0
subcompact,3.7,6,Automatic with select shift,Premium gasoline,11.1,255.0
subcompact,3.7,6,Manual,Premium gasoline,11.6,267.0
mid-size,3.7,6,Automatic with select shift,Premium gasoline,11.0,253.0
mid-size,5.6,8,Automatic with select shift,Premium gasoline,12.3,283.0
mid-size,3.7,6,Automatic with select shift,Premium gasoline,11.6,267.0
mid-size,5.6,8,Automatic with select shift,Premium gasoline,12.8,294.0
mid-size,3.5,6,Automatic with select shift,Premium gasoline,7.6,175.0
station wagon - small,3.7,6,Automatic with select shift,Premium gasoline,11.8,271.0
suv - small,3.5,6,Continuously variable,Premium gasoline,10.6,244.0
suv - small,3.5,6,Continuously variable,Premium gasoline,11.0,253.0
suv - standard,2.5,4,Continuously variable,Regular gasoline,8.5,196.0
suv - small,3.7,6,Automatic with select shift,Premium gasoline,12.8,294.0
suv - small,5.0,8,Automatic with select shift,Premium gasoline,14.5,334.0
suv - standard,5.6,8,Automatic with select shift,Premium gasoline,15.0,345.0
two-seater,3.0,6,Automatic with select shift,Premium gasoline,10.3,237.0
two-seater,3.0,6,Automatic with select shift,Premium gasoline,10.6,244.0
two-seater,5.0,8,Automatic with select shift,Premium gasoline,12.8,294.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,10.5,242.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,12.2,281.0
mid-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
mid-size,5.0,8,Automatic with select shift,Ethanol (E85),18.1,290.0
mid-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,12.4,285.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
full-size,5.0,8,Automatic with select shift,Ethanol (E85),17.5,280.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,12.4,285.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
full-size,5.0,8,Automatic with select shift,Ethanol (E85),17.5,280.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.3,306.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,13.1,301.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,12.6,290.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,13.7,315.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,13.5,310.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,13.7,315.0
minicompact,5.0,8,Automatic with select shift,Premium gasoline,13.5,310.0
suv - small,2.4,4,Automatic,Regular gasoline,9.5,218.0
suv - small,3.2,6,Automatic,Regular gasoline,10.5,242.0
suv - small,2.4,4,Automatic,Regular gasoline,10.0,230.0
suv - small,3.2,6,Automatic,Regular gasoline,10.8,248.0
suv - small,2.4,4,Automatic,Regular gasoline,10.1,232.0
suv - small,3.2,6,Automatic,Regular gasoline,11.0,253.0
suv - small,2.4,4,Automatic,Regular gasoline,10.9,251.0
suv - small,3.2,6,Automatic,Regular gasoline,11.6,267.0
suv - small,2.0,4,Continuously variable,Regular gasoline,9.9,228.0
suv - small,2.0,4,Automatic,Regular gasoline,9.8,225.0
suv - small,2.0,4,Manual,Regular gasoline,9.1,209.0
suv - small,2.4,4,Automatic,Regular gasoline,9.8,225.0
suv - small,2.4,4,Manual,Regular gasoline,9.4,216.0
suv - small,2.4,4,Automatic,Regular gasoline,10.2,235.0
suv - small,2.4,4,Manual,Regular gasoline,9.4,216.0
suv - small,2.4,4,Continuously variable,Regular gasoline,11.1,255.0
suv - standard,5.7,8,Automatic,Regular gasoline,14.8,340.0
suv - standard,3.0,6,Automatic,Diesel,9.9,267.0
suv - standard,3.6,6,Automatic,Regular gasoline,12.1,278.0
suv - standard,3.6,6,Automatic,Ethanol (E85),15.6,250.0
suv - standard,6.4,8,Automatic,Premium gasoline,15.8,363.0
suv - small,2.0,4,Continuously variable,Regular gasoline,9.9,228.0
suv - small,2.0,4,Automatic,Regular gasoline,9.8,225.0
suv - small,2.0,4,Manual,Regular gasoline,9.1,209.0
suv - small,2.4,4,Automatic,Regular gasoline,9.8,225.0
suv - small,2.4,4,Manual,Regular gasoline,9.4,216.0
suv - small,2.4,4,Automatic,Regular gasoline,10.2,235.0
suv - small,2.4,4,Manual,Regular gasoline,9.4,216.0
suv - small,2.4,4,Continuously variable,Regular gasoline,11.1,255.0
suv - small,3.6,6,Automatic,Regular gasoline,12.8,294.0
suv - small,3.6,6,Manual,Regular gasoline,12.8,294.0
suv - small,3.6,6,Automatic,Regular gasoline,13.4,308.0
suv - small,3.6,6,Manual,Regular gasoline,13.4,308.0
full-size,3.3,6,Automatic,Regular gasoline,10.9,251.0
mid-size,1.8,4,Automatic,Regular gasoline,8.3,191.0
mid-size,1.8,4,Manual,Regular gasoline,8.0,184.0
mid-size,2.0,4,Automatic,Regular gasoline,8.4,193.0
mid-size,2.0,4,Manual,Regular gasoline,8.4,193.0
full-size,1.6,4,Automatic,Regular gasoline,9.7,223.0
full-size,1.6,4,Manual,Regular gasoline,9.8,225.0
full-size,2.0,4,Automatic,Regular gasoline,8.4,193.0
full-size,2.0,4,Manual,Regular gasoline,8.5,196.0
compact,1.6,4,Automatic,Regular gasoline,9.4,216.0
compact,1.6,4,Manual,Regular gasoline,9.6,221.0
compact,2.0,4,Automatic,Regular gasoline,8.4,193.0
compact,2.0,4,Manual,Regular gasoline,8.6,198.0
mid-size,2.0,4,Automatic,Regular gasoline,9.9,228.0
mid-size,2.4,4,Automatic,Regular gasoline,8.7,200.0
mid-size,2.4,4,Automatic with select shift,Regular gasoline,6.2,143.0
mid-size,2.4,4,Automatic with select shift,Regular gasoline,6.4,147.0
compact,1.6,4,Automatic,Regular gasoline,7.6,175.0
compact,1.6,4,Manual,Regular gasoline,7.7,177.0
compact,1.6,4,Automatic,Regular gasoline,7.6,175.0
station wagon - mid-size,2.0,4,Automatic,Regular gasoline,9.2,212.0
station wagon - mid-size,2.0,4,Manual,Regular gasoline,9.3,214.0
minivan,3.5,6,Automatic,Regular gasoline,12.0,276.0
suv - small,2.4,4,Automatic,Regular gasoline,10.3,237.0
suv - small,3.3,6,Automatic,Regular gasoline,11.4,262.0
suv - small,2.4,4,Automatic,Regular gasoline,11.0,253.0
suv - small,3.3,6,Automatic,Regular gasoline,11.8,271.0
station wagon - small,1.6,4,Automatic,Regular gasoline,8.9,205.0
station wagon - small,1.6,4,Manual,Regular gasoline,9.0,207.0
station wagon - small,2.0,4,Automatic,Regular gasoline,9.1,209.0
station wagon - small,2.0,4,Automatic,Regular gasoline,8.8,202.0
suv - small,2.4,4,Automatic,Regular gasoline,10.0,230.0
suv - small,2.4,4,Manual,Regular gasoline,11.3,260.0
suv - small,2.0,4,Automatic,Regular gasoline,11.4,262.0
suv - small,2.4,4,Automatic,Regular gasoline,10.7,246.0
two-seater,6.5,12,Automatic,Premium gasoline,18.3,421.0
two-seater,5.2,10,Automatic,Premium gasoline,15.7,361.0
two-seater,5.2,10,Manual,Premium gasoline,17.4,400.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,11.9,274.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,14.5,334.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.8,225.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.8,225.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.4,354.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.1,347.0
suv - standard,5.0,8,Automatic with select shift,Ethanol (E85),18.4,342.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.4,285.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.4,285.0
suv - standard,3.0,6,Automatic with select shift,Ethanol (E85),17.4,278.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.0,345.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,14.7,338.0
suv - standard,5.0,8,Automatic with select shift,Ethanol (E85),18.4,331.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.3,283.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.3,283.0
suv - standard,3.0,6,Automatic with select shift,Ethanol (E85),17.3,277.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.4,354.0
suv - standard,5.0,8,Automatic with select shift,Premium gasoline,15.1,347.0
suv - standard,5.0,8,Automatic with select shift,Ethanol (E85),18.4,342.0
compact,1.8,4,Continuously variable,Regular gasoline,5.6,129.0
mid-size,2.5,4,Continuously variable,Regular gasoline,6.0,138.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.6,221.0
mid-size,3.5,6,Automatic with select shift,Premium gasoline,10.4,239.0
mid-size,3.5,6,Automatic with select shift,Premium gasoline,11.0,253.0
mid-size,3.5,6,Continuously variable,Premium gasoline,7.6,175.0
suv - standard,4.6,8,Automatic with select shift,Premium gasoline,13.9,320.0
compact,2.5,6,Automatic with select shift,Premium gasoline,9.7,223.0
compact,2.5,6,Automatic with select shift,Premium gasoline,10.4,239.0
subcompact,2.5,6,Automatic with select shift,Premium gasoline,9.7,223.0
compact,3.5,6,Automatic with select shift,Premium gasoline,10.6,244.0
compact,3.5,6,Automatic with select shift,Premium gasoline,11.0,253.0
subcompact,3.5,6,Automatic with select shift,Premium gasoline,10.6,244.0
subcompact,5.0,8,Automatic with select shift,Premium gasoline,12.6,290.0
mid-size,4.6,8,Automatic with select shift,Premium gasoline,12.3,283.0
mid-size,4.6,8,Automatic with select shift,Premium gasoline,12.9,297.0
mid-size,4.6,8,Automatic with select shift,Premium gasoline,12.9,297.0
mid-size,5.0,8,Continuously variable,Premium gasoline,11.4,262.0
suv - standard,5.7,8,Automatic with select shift,Premium gasoline,16.5,380.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,11.7,269.0
suv - small,3.5,6,Automatic with select shift,Regular gasoline,11.1,255.0
suv - small,3.5,6,Continuously variable,Premium gasoline,8.2,189.0
full-size,3.5,6,Automatic with select shift,Regular gasoline,11.8,271.0
full-size,3.7,6,Automatic with select shift,Regular gasoline,11.3,260.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,12.8,294.0
special purpose vehicle,2.0,4,Automatic with select shift,Regular gasoline,10.2,235.0
special purpose vehicle,3.7,6,Automatic,Regular gasoline,12.2,281.0
suv - small,3.7,6,Automatic with select shift,Regular gasoline,12.2,281.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,9.0,207.0
mid-size,3.7,6,Automatic with select shift,Regular gasoline,11.4,262.0
mid-size,2.0,4,Continuously variable,Regular gasoline,6.3,145.0
suv - standard,5.4,8,Automatic,Regular gasoline,16.0,368.0
suv - standard,5.4,8,Automatic,Ethanol (E85),18.4,346.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,12.7,292.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,12.7,292.0
subcompact,4.7,8,Automatic with select shift,Premium gasoline,15.1,347.0
subcompact,4.7,8,Automatic with select shift,Premium gasoline,15.3,352.0
full-size,3.8,8,Automatic with select shift,Premium gasoline,14.5,334.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,13.1,301.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,8.2,189.0
suv - small,2.0,4,Manual,Regular gasoline,8.0,184.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.6,198.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,8.5,196.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.9,205.0
suv - small,3.7,6,Automatic with select shift,Regular gasoline,12.3,283.0
suv - small,3.7,6,Automatic with select shift,Regular gasoline,12.6,290.0
compact,1.5,4,Automatic,Regular gasoline,7.7,177.0
compact,1.5,4,Manual,Regular gasoline,7.4,170.0
compact,2.0,4,Automatic with select shift,Regular gasoline,6.9,159.0
compact,2.0,4,Manual,Regular gasoline,7.0,161.0
compact,2.5,4,Automatic with select shift,Regular gasoline,7.4,170.0
compact,2.5,4,Automatic with select shift,Regular gasoline,7.3,168.0
compact,2.0,4,Manual,Regular gasoline,7.0,161.0
mid-size,2.0,4,Automatic with select shift,Regular gasoline,7.1,163.0
mid-size,2.0,4,Manual,Regular gasoline,7.2,166.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.7,177.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.3,168.0
